PostID,Text,Keywords,TopicNum,TopicText,sentiment,sentiment_tag,polarity,polarity_tag,Likes,Hugs,Metoos,Overall
275669,All I want to do is scream at the top of my lungs just to get it all out of my system. Then I can go back to pretending that everything is perfect,scream top lungs system back pretending perfect ,9,don feel bad make life,0.8,P+,0,AGREEMENT,36,2,429,467
107373,"It's not just the confessional that sucks now, the MVP does too. It's practically ""the bump""",confessional sucks mvp practically bump ,9,don feel bad make life,1,P+,0,AGREEMENT,399,14,7,420
64398,I don't dilute juice.,don dilute juice ,9,don feel bad make life,N,N,N,N,244,9,153,406
70409,The good news is: I weigh the same as I did before I got pregnant! The bad news is: I weigh the same as I did before I got pregnant. Shit.,good news weigh pregnant bad news weigh pregnant shit ,9,don feel bad make life,-0.8,N+,0,AGREEMENT,151,8,247,406
214563,Sometimes I feel guilty because my kids require so little from me. I have 2 boys and they amuse themselves. I am a SAHM who does exactly what she wants all day everyday. I am very lucky but I feel guilty reading about others,feel guilty kids require boys amuse sahm day everyday lucky feel guilty reading ,9,don feel bad make life,0.7,P+,0.1,AGREEMENT,22,8,358,388
234446,As of lately I've been so sleepy that I'm worried something might be seriously wrong. I know its probably normal but I can't get the thought out of my head of it being something really bad.,ve sleepy worried wrong normal thought head bad ,9,don feel bad make life,-0.8,N+,0.2,AGREEMENT,54,179,139,372
220693,"Feeling empty and lost. He is not here, he is 5 states away. Missing him terribly=(",feeling empty lost states missing terribly ,9,don feel bad make life,-0.35,N,0.6,DISAGREEMENT,35,3,333,371
238610,Why do I keep creating problems for myself?! Why can't I just be happy?!!!!,creating problems happy ,9,don feel bad make life,-0.6,N,0,AGREEMENT,35,3,333,371
44185,"I found an high school old crush on FB. OMG he really let himself go! It's very sad, I imagine inertia got the better of him and he never made a life for himself. I'm glad that I've fought to make a life for myself.",found high school crush fb omg sad imagine inertia made life glad ve fought make life ,9,don feel bad make life,0.4,P,0.55,DISAGREEMENT,0,343,5,348
257572,"I spent $80ish last night on me New shampoo, conditioner, and face wash regime I don't GAF my bills are paid and my kids xmas is done I deserve to take care of my hair & skin still feel judged but my priorities are straight",spent ish night shampoo conditioner face wash regime don gaf bills paid kids xmas deserve care hair skin feel judged priorities straight ,9,don feel bad make life,0.7,P+,0.1,AGREEMENT,0,343,5,348
255593,"DH doesn't take care of himself, doesn't try to be sexually attractive. Sometimes I wonder if it would be worth it to have a physical affair. Don't I deserve someone who wants me to want him?",dh doesn care doesn sexually attractive worth physical affair don deserve ,9,don feel bad make life,-0.6,N,0,AGREEMENT,0,343,5,348
69151,I judge people who pay for things in change. Obviously you're poor if you have to buy your gas in dimes and quarters,judge people pay things change poor buy gas dimes quarters ,9,don feel bad make life,-0.6,N,0,AGREEMENT,243,76,6,325
218919,I feel like I've lost my best friend. It hurts not talking to him. But I can't be that close to someone that belongs to another woman. Doing the right thing sucks. Just. Sucks.,feel ve lost friend hurts talking close belongs woman thing sucks sucks ,9,don feel bad make life,-0.93,N+,0.09,AGREEMENT,11,6,300,317
268462,I want to move to the city but the damn news is always reporting bad stuff that happens there and it scares me.,move city damn news reporting bad stuff scares ,9,don feel bad make life,-0.8,N+,0.16,AGREEMENT,11,6,300,317
240592,In the past 4 months one of our dogs and one of our cats have gone missing. I honestly am glad 2 less animals to care for. I did look for them just not hard. 3 animals left no more after that ever.,past months dogs cats missing honestly glad animals care hard animals left ,9,don feel bad make life,0.55,P,0.1,AGREEMENT,11,6,300,317
234385,"Told my H last night that I don't know I want to be married anymore and I need time apart to figure my shit out...I feel like a heel, but at the same time I feel like this weight has been lifted off my shoulders",told night don married anymore time figure shit feel heel time feel weight lifted shoulders ,9,don feel bad make life,-0.8,N+,0,AGREEMENT,18,55,234,307
184290,I'm craving something... I just don't know WHAT!,craving don ,9,don feel bad make life,N,N,N,N,18,1,281,300
275246,"I don't even want to be in the same room as H anymore, ever, and it's been like that for months... think we're headed for divorce.",don room anymore months headed divorce ,9,don feel bad make life,N,N,N,N,18,1,281,300
275245,"I married partly for security. My husband is not rich, but makes good money. I wanted to have kids and be a SAHM. I feel like I would have never been able to be successful in a career. I feel kinda trapped and pathetic :(",married partly security husband rich makes good money wanted kids sahm feel successful career feel kinda trapped pathetic ,9,don feel bad make life,0.17,NEU,0.65,DISAGREEMENT,18,1,281,300
206106,I'm sad that I don't tHink I'd be sad if DH died now. Idk why I'm sad cause I fuckin hate him,sad don sad dh died idk sad fuckin hate ,9,don feel bad make life,0,NEU,0.6,DISAGREEMENT,26,2,266,294
