PostID,Text,Keywords,TopicNum,TopicText,sentiment,sentiment_tag,polarity,polarity_tag,Likes,Hugs,Metoos,Overall
26859,I was just watching porn. And I liked it.,watching porn ,3,day time work home house,0.6,P,0,AGREEMENT,116,23,126,265
20841,"I would love to leave my apartment and never come back, let my jerk teenage sons have it and find a nice, CLEAN little place for me and my toddler.",love leave apartment back jerk teenage sons find nice clean place toddler ,3,day time work home house,N,N,N,N,104,4,154,262
260330,i decided to go ahead and spend $$ on christmas for my three kids... i have enough to make rent and feed them. bills can wait... hate unemployment.,decided ahead spend christmas kids make rent feed bills wait hate unemployment ,3,day time work home house,-0.6,N,0,AGREEMENT,104,4,154,262
260334,I weigh 400 lbs. I am so fat I rarely leave the house except to go to work. I don't go to social gatherings because I'm afraid to sit on furniture that may break. I keep hoping I'll die but I'm still here. Why?,weigh lbs fat rarely leave house work don social gatherings afraid sit furniture break hoping ll die ,3,day time work home house,0,NEU,0.6,DISAGREEMENT,104,4,154,262
54333,I really really must get off here and do some real work while at work - goodbye ladies - for now,real work work goodbye ladies ,3,day time work home house,N,N,N,N,181,8,71,260
188710,"i get his bank card tomorrow..& you bet your ass i'm spending as much as i want...i'm thinking $1/day for how long i've gone without sex. fuck you, you worthless fuck.",bank card tomorrow bet ass spending thinking day long ve sex fuck worthless fuck ,3,day time work home house,-0.7,N+,0.1,AGREEMENT,18,4,236,258
20053,"i love the movie Juno, and anytime i see that it's on, i watch it",love movie juno anytime watch ,3,day time work home house,0.8,P+,0,AGREEMENT,213,10,4,227
31562,"Just found put that my ""famous"" reality tv boyfriend is going on another dating show. Aaaaand he's about to get dumped.",found put famous reality tv boyfriend dating show aaaaand dumped ,3,day time work home house,N,N,N,N,170,34,2,206
32860,If I have to read one more FB pst about how much you miss your DH I might puke.He has to work so u don't! I guess u shouldn't have F'ed up his last job and he wouldn't have to be working out of town now. u r too jealous!,read fb pst miss dh puke work don guess shouldn ed job wouldn working town jealous ,3,day time work home house,N,N,N,N,0,203,2,205
19036,"DH has strep and the kids have bronchitis. Just waiting until they all switch germs, then I get all of them at the same time again. Probably when I'm sick too. Someone run me over with the car.",dh strep kids bronchitis waiting switch germs time sick run car ,3,day time work home house,-0.6,N,0,AGREEMENT,198,4,3,205
32185,Kids finally in bed. Doobie time.,kids finally bed doobie time ,3,day time work home house,N,N,N,N,108,10,86,204
16138,"Heard DH say to DD ""This kitchen floor is really dirty. Mom's been slacking off."" [Pause] ""But you know it's not just Mom's job to clean the house, right? It's everyone's."" Then he swept the floor. Heart be still!",heard dh dd kitchen floor dirty mom slacking pause mom job clean house swept floor heart ,3,day time work home house,-0.75,N+,0.1,AGREEMENT,0,194,6,200
13851,I wish hubby and I could just spend the day in bed together....,hubby spend day bed ,3,day time work home house,N,N,N,N,117,28,53,198
85946,Had a great day! Thank you fellow student nurses :) ive never laughed so much in one day! Its going to be a great couple of years. Lovely weekend to come too!,great day fellow student nurses ive laughed day great couple years lovely weekend ,3,day time work home house,0.65,P+,0.09,AGREEMENT,41,3,148,192
237002,Had an enjoyable night but then husband went to bed and did not want any! So I watched lesbian porn and thought of the women I know I can never have... Not even one time.,enjoyable night husband bed watched lesbian porn thought women time ,3,day time work home house,0.6,P,0,AGREEMENT,41,3,148,192
248285,"When is it my turn? A hot, unshared meal, hot shower alone and maybe time to read, watch TV, anything?? I cannot find myself or be happy when all I do is take care of others. Who takes care of ME?",turn hot unshared meal hot shower time read watch tv find happy care takes care ,3,day time work home house,0.3,P,0.6,DISAGREEMENT,41,3,148,192
16013,"I love all my kids, but I like one SO much more than the others.",love kids ,3,day time work home house,0.7,P+,0.1,AGREEMENT,0,189,1,190
293043,"Some days I wish my husband would just leave me so I could be free. But I'll never leave him because that would make me the ""bad guy"".",days husband leave free ll leave make bad guy ,3,day time work home house,-0.1,NEU,0.7,DISAGREEMENT,0,189,1,190
10741,"Being the husbands that does the laundry, goes to the grocery store, picks up behind everyone and does all the yard work, sometimes, it pisses me off when you bitch about how busy you are. So am I, but I just deal with it!",husbands laundry grocery store picks yard work pisses bitch busy deal ,3,day time work home house,N,N,N,N,137,48,1,186
