PostID,Text,Keywords,TopicNum,TopicText,sentiment,sentiment_tag,polarity,polarity_tag,Likes,Hugs,Metoos,Overall
135295,"DD2, the hissy fit you are throwing isnt getting you anywhere but closer to time out. Telling me you dont want somethng then screaming casue I gave it to DS3 isnt working either.",dd hissy fit throwing isnt closer time telling dont somethng screaming casue gave ds isnt working ,8,dd ds night dh bed,-0.6,N,0,AGREEMENT,1,73,218,292
14742,Our 11 month old walked last night. I teared up knowing she is probably our last kid and such a precious moment just passed with a blink of an eye. Reminded me how precious my two girls are.,month walked night teared knowing kid precious moment passed blink eye reminded precious girls ,8,dd ds night dh bed,0.8,P+,0,AGREEMENT,30,250,1,281
31416,my MIL booked us a hotel room but DH said no thanks. Apparently he enjoys sleeping on the floor more than I do.,mil booked hotel room dh apparently enjoys sleeping floor ,8,dd ds night dh bed,0.6,P,0,AGREEMENT,3,272,2,277
195759,My DH throws more tantrums than my toddler.He throws things and screams and slams doors.When will he grow up?I signed up for 1 toddler not 2.Especially when 1 of them is 34 yrs old.,dh throws tantrums toddler throws things screams slams doors grow signed toddler yrs ,8,dd ds night dh bed,0.8,P+,0,AGREEMENT,33,1,237,271
266271,"I tried to seduce my DH a few nights ago. He told me he would consider it, only if i took a shower. I had already showered twice that day. Thanks for making me feel dirty and disgusting.",seduce dh nights ago told shower showered day making feel dirty disgusting ,8,dd ds night dh bed,0,NEU,0.6,DISAGREEMENT,33,1,237,271
266279,"My child just told me that she doesn't like to brush her teeth. I said fine. Go to bed and don't brush them. I will make you a sign to wear tomorrow that says, ""Warning: I don't like brushing my teeth. I might stink.""",child told doesn brush teeth fine bed don brush make sign wear tomorrow warning don brushing teeth stink ,8,dd ds night dh bed,0.53,P,0.09,AGREEMENT,33,1,237,271
293528,"I never thought I'd be fucking my husband for money. $80 last night, $50 tonight. Lovely. I hope for more for my daughters. :(",thought fucking husband money night tonight lovely hope daughters ,8,dd ds night dh bed,0.7,P+,0.1,AGREEMENT,33,1,237,271
287849,"I flick boogers on the bathroom wall while I'm sitting on the toilet. The wall is green and textured so I've never been caught. If anyone ever does catch it, I plan to blame DD2.",flick boogers bathroom wall sitting toilet wall green textured ve caught catch plan blame dd ,8,dd ds night dh bed,-0.6,N,0,AGREEMENT,33,1,237,271
92017,Sunday night can be so depressing,sunday night depressing ,8,dd ds night dh bed,N,N,N,N,25,0,239,264
105593,Valium packed and ready... Happy turkey Day,valium packed ready happy turkey day ,8,dd ds night dh bed,0.6,P,0,AGREEMENT,118,6,138,262
218513,DS is watching Sid the science kid about vaccinations. I'm terrified of needles and feel sick/light headed at just the mention of them. Had to leave the room - mom fail.,ds watching sid science kid vaccinations terrified needles feel sick light headed mention leave room mom fail ,8,dd ds night dh bed,-0.65,N+,0.1,AGREEMENT,24,14,223,261
59292,I looked to my DH for emotional support and__ubkis thank honey helpful as always oh joy new high score on COD__orse's ass,looked dh emotional support bubkis honey helpful joy high score cod horse ass ,8,dd ds night dh bed,0.65,P+,0.09,AGREEMENT,1,247,4,252
15058,I wish everyone would just leave me alone for an hour. Just an hour!!! Too much too ask?,leave hour hour ,8,dd ds night dh bed,N,N,N,N,4,231,1,236
73816,"Waited all f'ing morning for dh to come home so I could shower after being sick for 2 days w/ 2 kids. As soon as he walks in the door, grabbed a towel & ran, only to find my 18 y/o step-daughter's bff already in there. FML!",waited ing morning dh home shower sick days kids walks door grabbed towel ran find step daughter bff fml ,8,dd ds night dh bed,-0.6,N,0,AGREEMENT,205,20,7,232
21142,"I am going to leave work right now and go home, where it's quiet. I just want to be alone and read my book, uninterrupted. I am so tired. Tired of it all.",leave work home quiet read book uninterrupted tired tired ,8,dd ds night dh bed,-0.6,N,0,AGREEMENT,147,81,3,231
236509,DH and I had floor licking drunk sex last weekend. It was awesome!,dh floor licking drunk sex weekend awesome ,8,dd ds night dh bed,0.8,P+,0,AGREEMENT,147,81,3,231
236502,I love smelling my baby's breath when he yawns.,love smelling baby breath yawns ,8,dd ds night dh bed,0.8,P+,0,AGREEMENT,147,81,3,231
176488,I secretly went upstairs to masturbate. I wanted sex so bad- and he wanted to watch a movie. So....,secretly upstairs masturbate wanted sex bad wanted watch movie ,8,dd ds night dh bed,-0.8,N+,0,AGREEMENT,138,90,2,230
191476,I'm tired of mySIL playing favorites with my husbands brothers DD3. Our DDis 2 and for Christmas she got some cheap ass doll &her a bicycle. I wish I could NOT invite them to my DD birthday cuz she has 5 teenage pigish kids,tired mysil playing favorites husbands brothers dd ddis christmas cheap ass doll bicycle invite dd birthday cuz teenage pigish kids ,8,dd ds night dh bed,0,NEU,0.6,DISAGREEMENT,3,14,211,228
214652,Locked myself in the bathroom for a minute to escape dd4's constant tears over nothing and ds2 proceeded to claw her face and left welts. I FEEL SO GUILTY!,locked bathroom minute escape dd constant tears ds proceeded claw face left welts feel guilty ,8,dd ds night dh bed,N,N,N,N,12,3,212,227
