PostID,Text,Keywords,TopicNum,TopicText,sentiment,sentiment_tag,polarity,polarity_tag,Likes,Hugs,Metoos,Overall
10957,"I am secretly hoping the reproductive endocrinologist tells me it's too risky to try again. So I don't have to go through the hell of miscarriage again, yes, but also because I don't want my body destroyed by pregnancy.",secretly hoping reproductive endocrinologist tells risky don hell miscarriage don body destroyed pregnancy ,7,baby back year son school,0.7,P+,0.1,AGREEMENT,29,4,252,285
10408,"My brownies smell like hash, but I swear there's nothing in them....although it might be a good idea?!",brownies smell hash swear good idea ,7,baby back year son school,0.1,NEU,0.7,DISAGREEMENT,258,8,1,267
67044,"In three weeks, BOTH kids will be in school. It'll be the first time, ever as a SAHM, I'll have the house completey to myself. I'm giddy at the thought of it.",weeks kids school ll time sahm ll house completey giddy thought ,7,baby back year son school,N,N,N,N,197,13,57,267
41812,Nope not going to your family's reunion. I would rather poke myself in the eye. Thanks.,nope family reunion poke eye ,7,baby back year son school,N,N,N,N,15,1,251,267
10191,I thought about having an abortion while pregnant with my daughter. Now she's a little b**** teenager and I secretly wish at times I hadn't changed my mind.,thought abortion pregnant daughter teenager secretly times hadn changed mind ,7,baby back year son school,N,N,N,N,225,24,4,253
234344,"I never understood women who say ""I'm not sure if I've missed my period"" until it happened to me. SO SCARED I might be pregnant.",understood women ve missed period happened scared pregnant ,7,baby back year son school,-0.6,N,0,AGREEMENT,62,24,155,241
45737,"i'm tired of everyone saying my kid is ""their"" baby, they wanna hold ""their"" baby, and play with ""their"" baby, and feed ""their"" baby. me and his dad are the ones that made him, he is OURS and OURS ONLY.",tired kid baby wanna hold baby play baby feed baby dad made ,7,baby back year son school,0.1,NEU,0.7,DISAGREEMENT,2,237,2,241
170857,"Was on Coumadin & hair fell out, got scraggly & thin. 4 years later, it's super thick, long, & gorgeous. It's my secret fetish. I love to run my fingers through it. It's so nice to have it back.",coumadin hair fell scraggly thin years super thick long gorgeous secret fetish love run fingers nice back ,7,baby back year son school,0.73,P+,0.09,AGREEMENT,172,66,2,240
96926,I can't decide which is worse....being on my period or being pregnant. Elective hysterectomy please!!!,decide worse period pregnant elective hysterectomy ,7,baby back year son school,0.8,P+,0,AGREEMENT,12,5,210,227
243194,I look like I'm four months pregnant. The reality is I gave birth 7 months ago and I just can't stop eating like shit. Whoever said breastfeeding makes the weight come off is full of shit.,months pregnant reality gave birth months ago stop eating shit breastfeeding makes weight full shit ,7,baby back year son school,0,NEU,0.8,DISAGREEMENT,12,5,210,227
28389,"I do not want to go to work today. Only 2 weeks left in school and the students are all done. Just FYI, your kids are not learning anything right now--they just want to get to summer break!",work today weeks left school students fyi kids learning summer break ,7,baby back year son school,N,N,N,N,203,19,4,226
232530,Two days in a row with twin 4 year olds and zero help from husband is about to turn me mental. Please can it be Monday now so I can deal with only one whiny asshole at a time (my coworker)?,days row twin year olds husband turn mental monday deal whiny asshole time coworker ,7,baby back year son school,-0.85,N+,0.2,DISAGREEMENT,145,12,60,217
20882,I think my school is trying to kill me with school work before I get the chance to graduate.,school kill school work chance graduate ,7,baby back year son school,0,NEU,0.6,DISAGREEMENT,5,100,111,216
48879,I already have one baby who is still a baby! Why does my biological clock not get this and make me daydream about having another one all the time?,baby baby biological clock make daydream time ,7,baby back year son school,N,N,N,N,5,199,4,208
259725,My 5 yr old pretends he's a girl sometimes. I hear it's normal but I hate it,yr pretends girl hear normal hate ,7,baby back year son school,-0.6,N,0,AGREEMENT,5,199,4,208
28372,I used to be a phone sex girl for extra cash. No one else knows about this but my hubby!,phone sex girl extra cash hubby ,7,baby back year son school,N,N,N,N,170,34,2,206
267713,"It took 3 years to get pregnant with our son. He is 3 now, been using nothing for 2 years and still no baby! I secretly am happy we have not had another one yet. Everyone keeps asking when we will though.",years pregnant son years baby secretly happy ,7,baby back year son school,0.7,P+,0.1,AGREEMENT,170,34,2,206
11856,Unless you are going to pay for my gas I will not speed just so you can get somewhere twenty seconds faster. Get off my ass. If you're in a rush then plan your trip timing better!,pay gas speed twenty seconds faster ass rush plan trip timing ,7,baby back year son school,0.1,NEU,0.7,DISAGREEMENT,162,5,39,206
241397,My husband hasn't had sex with me in a year. I tried to get things going a couple of times but nothing. A year??!?! I am crying as I write this.,husband hasn sex year things couple times year crying write ,7,baby back year son school,-0.6,N,0,AGREEMENT,162,5,39,206
10135,"My ex has my name tatooed on him and I kinda go ""nana nana"" when I think about it! I also think of how stupid that was!",tatooed kinda nana nana stupid ,7,baby back year son school,-0.6,N,0,AGREEMENT,2,72,132,206
